eval/burnt trees,eval/std_of_mean_reward,eval/mean_ep_length,eval/mean_reward,eval/mean_burnt trees,ID,group,name,algo,team size,eval team size,seed,eval_seed,job_type,partial_obs,batch_size,train/mean_reward,train/std_of_mean_reward,train/burnt trees,train/mean_ep_length,_total_timesteps
0.35537190082644626,0.0,10.0,0.9304752066115702,0.35537190082644626,suq71fxq,10_13_obs_6_87f47b8927,iql,iql,10,10,3456,8007.0,test,True,32.0,,,,,
0.5289256198347108,0.0,22.0,0.4193181818181818,0.5289256198347108,3tj76b59,10_13_obs_6_f625ce8581,iql,iql,10,10,3456,2004.0,test,True,32.0,,,,,
0.39669421487603307,0.0,25.0,-0.0670196280991735,0.39669421487603307,ytfax02s,10_13_obs_6_869be2fb47,iql,iql,10,10,3456,3456.0,test,True,32.0,,,,,
0.35537190082644626,0.0,10.0,0.9304752066115702,0.35537190082644626,1i0cz8k9,10_13_obs_10_84f5bde92b,iql,iql,10,10,3456,8007.0,test,True,32.0,,,,,
0.5289256198347108,0.0,22.0,0.4193181818181818,0.5289256198347108,kot4sv3j,10_13_obs_10_940ce5c235,iql,iql,10,10,3456,2004.0,test,True,32.0,,,,,
0.39669421487603307,0.0,25.0,-0.0670196280991735,0.39669421487603307,7et5nknq,10_13_obs_10_a5844162b8,iql,iql,10,10,3456,3456.0,test,True,32.0,,,,,
0.35537190082644626,0.0,10.0,0.9304752066115702,0.35537190082644626,bugrjt3m,10_13_obs_13_598bf10660,iql,iql,10,10,3456,8007.0,test,False,32.0,,,,,
0.5289256198347108,0.0,22.0,0.4193181818181818,0.5289256198347108,ycxtk887,10_13_obs_13_da2f0a211d,iql,iql,10,10,3456,2004.0,test,False,32.0,,,,,
0.39669421487603307,0.0,25.0,-0.0670196280991735,0.39669421487603307,1d1z71g2,10_13_obs_13_b4dc37b60e,iql,iql,10,10,3456,3456.0,test,False,32.0,,,,,
0.6776859504132231,0.0,25.0,-1.312448347107438,0.6776859504132231,26ufw8v6,10_13_obs_6_ff9aacfe79,vdn,vdn,10,10,3456,8007.0,test,True,32.0,,,,,
0.4793388429752066,0.0,25.0,-0.243620867768595,0.4793388429752066,27sw0voq,10_13_obs_6_c751e93561,vdn,vdn,10,10,3456,2004.0,test,True,32.0,,,,,
0.5537190082644629,0.0,25.0,-0.7399793388429753,0.5537190082644629,enktnsje,10_13_obs_6_1f9f61c9ef,vdn,vdn,10,10,3456,3456.0,test,True,32.0,,,,,
0.6776859504132231,0.0,25.0,-1.312448347107438,0.6776859504132231,arkftf1q,10_13_obs_10_6e3325a5b7,vdn,vdn,10,10,3456,8007.0,test,True,32.0,,,,,
0.4793388429752066,0.0,25.0,-0.243620867768595,0.4793388429752066,6ia8s4lz,10_13_obs_10_13cf2f3aa0,vdn,vdn,10,10,3456,2004.0,test,True,32.0,,,,,
0.5537190082644629,0.0,25.0,-0.7399793388429753,0.5537190082644629,kmu63zo9,10_13_obs_10_f906c4d22b,vdn,vdn,10,10,3456,3456.0,test,True,32.0,,,,,
0.6776859504132231,0.0,25.0,-1.312448347107438,0.6776859504132231,pop0rrgj,10_13_obs_13_17a10e4348,vdn,vdn,10,10,3456,8007.0,test,False,32.0,,,,,
0.4793388429752066,0.0,25.0,-0.243620867768595,0.4793388429752066,r68tw6zf,10_13_obs_13_665194412b,vdn,vdn,10,10,3456,2004.0,test,False,32.0,,,,,
0.5537190082644629,0.0,25.0,-0.7399793388429753,0.5537190082644629,ie5coqew,10_13_obs_13_ca397dd650,vdn,vdn,10,10,3456,3456.0,test,False,32.0,,,,,
0.8512396694214877,0.0,25.0,-2.7738119834710746,0.8512396694214877,thd9khsr,10_13_obs_6_2f4f0bbe26,qmix,qmix,10,10,3456,8007.0,test,True,32.0,,,,,
0.9256198347107438,0.0,25.0,-3.0610537190082647,0.9256198347107438,qi6siyua,10_13_obs_6_9292e3b7d3,qmix,qmix,10,10,3456,2004.0,test,True,32.0,,,,,
0.9752066115702479,0.0,25.0,-3.4516012396694213,0.9752066115702479,bmob4wlh,10_13_obs_6_3c80b24796,qmix,qmix,10,10,3456,3456.0,test,True,32.0,,,,,
0.8512396694214877,0.0,25.0,-2.7738119834710746,0.8512396694214877,8rjtf94t,10_13_obs_10_e94c86ea59,qmix,qmix,10,10,3456,8007.0,test,True,32.0,,,,,
0.9256198347107438,0.0,25.0,-3.0610537190082647,0.9256198347107438,jbizr88x,10_13_obs_10_8ace08e7c6,qmix,qmix,10,10,3456,2004.0,test,True,32.0,,,,,
0.9752066115702479,0.0,25.0,-3.4516012396694213,0.9752066115702479,o35r90f1,10_13_obs_10_6a4f991d40,qmix,qmix,10,10,3456,3456.0,test,True,32.0,,,,,
0.8512396694214877,0.0,25.0,-2.7738119834710746,0.8512396694214877,xxzsytww,10_13_obs_13_a7bac70bb8,qmix,qmix,10,10,3456,8007.0,test,False,32.0,,,,,
0.9256198347107438,0.0,25.0,-3.0610537190082647,0.9256198347107438,4uwti20r,10_13_obs_13_2637069e0b,qmix,qmix,10,10,3456,2004.0,test,False,32.0,,,,,
0.9752066115702479,0.0,25.0,-3.4516012396694213,0.9752066115702479,ogjt4lf5,10_13_obs_13_fc0ae79c84,qmix,qmix,10,10,3456,3456.0,test,False,32.0,,,,,
0.8842975206611571,0.0,25.0,-2.478693181818182,0.8842975206611571,udmwizpd,10_13_obs_6_d634293e34,qmix_ns,qmix_ns,10,10,3456,8007.0,test,True,32.0,,,,,
0.9090909090909091,0.0,25.0,-2.920557851239669,0.9090909090909091,l9lrritg,10_13_obs_6_77509154e5,qmix_ns,qmix_ns,10,10,3456,2004.0,test,True,32.0,,,,,
0.6528925619834711,0.0,25.0,-1.818904958677686,0.6528925619834711,qttw9jyr,10_13_obs_6_e663f4a571,qmix_ns,qmix_ns,10,10,3456,3456.0,test,True,32.0,,,,,
0.8842975206611571,0.0,25.0,-2.478693181818182,0.8842975206611571,qy3auhb9,10_13_obs_10_29124450a1,qmix_ns,qmix_ns,10,10,3456,8007.0,test,True,32.0,,,,,
0.9090909090909091,0.0,25.0,-2.920557851239669,0.9090909090909091,l9xb6t4x,10_13_obs_10_3d40f67397,qmix_ns,qmix_ns,10,10,3456,2004.0,test,True,32.0,,,,,
0.6528925619834711,0.0,25.0,-1.818904958677686,0.6528925619834711,6k77jrjp,10_13_obs_10_c593f307cf,qmix_ns,qmix_ns,10,10,3456,3456.0,test,True,32.0,,,,,
0.8842975206611571,0.0,25.0,-2.478693181818182,0.8842975206611571,lnxwq2rp,10_13_obs_13_15108d6598,qmix_ns,qmix_ns,10,10,3456,8007.0,test,False,32.0,,,,,
0.9090909090909091,0.0,25.0,-2.920557851239669,0.9090909090909091,lp5kb2lc,10_13_obs_13_edcd785bc0,qmix_ns,qmix_ns,10,10,3456,2004.0,test,False,32.0,,,,,
0.6528925619834711,0.0,25.0,-1.818904958677686,0.6528925619834711,ql4xqyj9,10_13_obs_13_29927e7ad8,qmix_ns,qmix_ns,10,10,3456,3456.0,test,False,32.0,,,,,
